Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,has_name,has_description
0,3.0,136,0,2,0,1,3,1,0,1,0,1,0,4,0,12,0,1.0,1,1
0,3.0,136,0,1,0,1,5,1,1,0,0,1,0,1,0,2,0,4.0,1,1
1,12.0,100,0,0,0,1,5,0,0,2,2,2,0,1,0,2,0,3.0,0,1
1,4.0,100,0,1,4,5,0,1,0,2,2,1,0,1,50,2,0,1.0,1,1
1,12.0,100,0,0,5,6,0,0,0,0,0,0,0,1,0,2,0,2.0,1,1
1,12.0,100,0,1,0,6,0,1,0,0,0,0,0,1,0,12,0,5.0,1,1
0,2.0,136,0,0,0,1,0,1,0,1,1,1,0,1,20,3,0,1.0,1,1
0,84.0,48,0,0,0,5,0,0,0,0,0,2,0,1,0,2,0,4.0,1,1
0,3.0,136,0,0,1,6,0,1,1,1,1,1,0,1,0,12,0,1.0,1,1
1,6.0,100,63,1,0,5,0,1,1,0,0,1,0,1,0,2,0,3.0,1,1
0,2.0,140,0,1,3,4,0,0,0,1,0,1,0,1,300,2,0,9.0,1,1
1,3.0,100,0,0,1,4,5,1,0,0,0,1,0,1,0,2,0,2.0,1,1
1,2.0,98,77,0,0,1,4,1,1,1,0,1,0,1,50,2,0,7.0,1,1
0,1.0,136,8,1,0,1,0,1,0,0,0,0,0,1,0,2,0,12.0,1,1
1,5.0,99,78,0,2,3,0,1,1,2,2,2,1,1,0,12,0,2.0,1,1
0,14.0,44,0,0,0,1,0,2,0,0,0,1,0,1,1,2,0,0.0,1,1
0,48.0,159,0,0,0,1,5,1,0,0,0,0,1,1,0,2,0,5.0,1,1
0,12.0,38,0,0,0,0,0,0,0,0,0,1,0,1,300,2,0,5.0,1,1
1,1.0,99,0,2,2,4,4,1,1,1,1,1,0,4,0,7,0,4.0,1,1
1,3.0,99,77,1,1,6,0,1,1,0,0,1,1,1,0,12,0,2.0,1,1
0,2.0,136,0,0,0,0,0,1,1,1,1,1,0,1,0,2,0,5.0,1,1
0,2.0,136,0,1,1,0,0,1,0,1,1,1,0,1,0,2,0,5.0,1,1
1,12.0,100,0,1,0,6,0,1,0,0,0,0,0,1,0,2,0,2.0,1,1
1,5.0,100,0,1,0,0,0,1,1,0,0,0,0,1,0,7,1,4.0,1,1
1,2.0,99,0,0,2,6,0,2,1,1,1,1,0,2,0,2,0,16.0,1,1
1,24.0,100,101,1,0,1,4,1,0,0,0,0,0,1,160,2,0,1.0,0,1
1,12.0,100,0,1,1,6,0,1,1,1,1,2,0,1,0,2,0,5.0,1,1
1,2.0,100,0,1,1,0,0,0,0,2,2,2,0,1,0,12,0,5.0,1,1
0,3.0,136,0,0,1,4,5,1,1,1,1,1,0,1,0,3,0,4.0,1,1
1,48.0,100,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,1.0,1,1
1,2.0,100,0,2,4,5,5,0,0,1,1,1,0,5,0,5,0,3.0,1,1
1,2.0,100,0,0,0,5,5,1,0,1,1,1,0,1,0,2,0,6.0,1,1
0,2.0,136,107,1,1,0,0,1,0,1,0,1,0,1,0,2,0,7.0,1,1
1,36.0,117,0,0,6,0,0,1,1,2,2,2,0,1,0,12,0,1.0,1,1
1,6.0,100,0,0,3,0,0,0,1,1,1,1,0,1,0,2,0,3.0,1,1
0,42.0,38,107,0,4,0,0,0,1,0,0,0,0,1,200,2,0,3.0,1,1
1,4.0,129,0,1,3,6,0,1,0,0,0,1,0,1,0,12,0,7.0,1,1
0,8.0,136,0,1,0,1,0,1,0,0,0,0,0,1,0,3,0,1.0,1,1
1,48.0,99,0,0,1,6,0,1,1,0,0,0,0,1,0,12,0,6.0,1,1
0,36.0,57,107,0,0,4,4,0,0,2,2,2,0,1,0,12,0,5.0,1,1
1,3.0,129,0,2,0,2,4,1,0,0,0,1,0,2,200,2,2,4.0,1,1
1,3.0,100,0,2,4,0,0,1,0,1,0,1,0,2,0,2,0,3.0,1,1
1,2.0,100,0,0,0,6,0,0,0,1,1,1,0,1,0,12,0,2.0,1,1
1,24.0,99,0,1,0,2,5,1,1,0,0,0,0,1,250,3,0,2.0,1,1
1,8.0,129,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2.0,1,1
1,2.0,100,0,1,1,3,4,1,0,1,0,0,0,1,0,2,0,11.0,1,1
1,18.0,100,0,1,2,6,0,0,0,0,0,0,0,1,0,2,0,1.0,1,1
1,2.0,99,0,1,0,0,0,0,0,2,2,2,1,1,0,2,0,1.0,1,1
1,4.0,100,78,2,0,3,4,1,0,1,1,1,0,2,0,2,0,4.0,1,1
0,2.0,136,0,1,0,0,0,1,0,1,1,1,0,3,0,2,0,5.0,1,1
0,1.0,136,0,0,1,0,0,0,0,1,1,1,0,1,0,2,0,1.0,1,1
1,2.0,79,0,0,4,6,0,1,2,0,0,1,0,1,350,2,1,14.0,1,1
0,5.0,136,8,1,0,1,5,1,1,0,0,0,0,1,0,2,0,3.0,1,1
0,1.0,136,107,0,0,1,0,1,0,1,0,1,0,1,150,2,1,10.0,1,1
0,4.0,21,107,0,4,0,0,2,1,0,0,0,0,1,0,2,0,4.0,1,1
1,2.0,99,0,0,1,6,0,0,0,1,1,1,1,1,0,2,0,9.0,1,1
1,2.0,100,0,0,2,0,0,2,0,2,2,2,0,2,0,3,0,5.0,1,1
1,4.0,100,0,2,4,5,5,1,0,0,0,1,0,4,0,2,0,6.0,1,1
0,3.0,136,31,1,0,2,3,2,1,0,0,1,0,1,0,2,0,19.0,1,1
0,2.0,136,0,0,2,0,0,1,1,0,0,1,0,1,0,2,0,1.0,1,1
0,12.0,65,0,1,4,0,0,0,0,2,2,2,0,1,0,12,0,5.0,0,1
1,3.0,99,0,1,0,5,5,0,1,1,0,1,1,1,0,11,0,3.0,1,1
0,1.0,136,0,2,1,5,5,1,0,1,1,1,0,6,0,2,0,0.0,0,1
1,4.0,87,0,0,0,0,0,1,2,0,0,0,0,4,0,2,0,1.0,1,1
0,12.0,136,9,1,0,6,0,1,0,0,0,0,0,1,0,2,0,1.0,1,1
1,7.0,100,0,1,0,1,4,1,0,1,1,1,0,1,1,2,0,1.0,1,1
0,60.0,65,0,1,1,6,0,0,1,0,0,2,0,1,0,2,0,4.0,1,1
0,1.0,136,0,2,0,1,0,1,1,1,1,1,0,2,0,7,0,5.0,1,1
1,12.0,99,0,2,0,5,5,1,1,1,1,1,0,4,0,12,0,7.0,1,1
1,2.0,100,0,1,5,6,0,0,0,0,0,1,0,3,0,12,0,4.0,1,1
0,180.0,136,0,0,5,0,0,1,1,0,0,0,0,1,0,3,0,1.0,1,1
1,24.0,100,0,1,0,1,2,0,0,1,0,0,0,1,0,12,1,2.0,1,1
0,3.0,136,0,1,0,1,0,1,1,1,1,1,0,2,0,2,0,2.0,0,1
0,24.0,51,0,0,0,1,5,1,0,0,0,0,0,1,300,2,0,1.0,1,1
1,2.0,88,80,0,0,0,0,0,1,1,1,1,0,1,0,12,0,0.0,1,1
1,12.0,100,0,0,3,0,0,1,0,0,0,0,0,1,0,12,0,4.0,1,1
0,3.0,136,0,0,0,6,0,1,1,0,0,1,0,1,0,2,0,5.0,1,1
1,10.0,100,0,0,1,6,0,1,0,1,1,1,0,1,0,5,0,3.0,1,1
0,1.0,136,14,1,4,0,0,1,1,2,2,1,0,1,0,2,0,5.0,1,1
0,1.0,136,107,0,1,0,0,1,1,1,0,1,0,1,0,2,0,1.0,1,1
1,3.0,129,0,0,1,0,0,0,0,1,0,1,0,1,0,2,0,2.0,1,1
0,24.0,16,107,1,1,4,5,0,1,0,0,0,0,1,0,2,0,4.0,1,1
1,1.0,99,0,1,6,0,0,0,1,1,1,1,0,1,0,12,0,2.0,1,1
1,84.0,115,0,0,5,6,0,2,0,0,0,0,0,1,0,12,0,5.0,1,1
1,24.0,80,0,1,0,1,5,2,1,2,2,2,0,1,0,12,0,4.0,1,1
0,12.0,136,0,1,0,6,0,1,1,0,0,0,0,1,0,12,0,3.0,1,1
0,1.0,136,0,1,0,1,0,1,0,0,0,1,0,1,0,2,0,9.0,1,1
1,1.0,100,78,2,0,1,5,1,0,1,1,1,0,6,100,12,0,3.0,1,1
1,2.0,99,0,1,0,3,5,1,1,1,1,1,0,1,0,2,0,0.0,1,1
0,3.0,136,0,1,1,6,0,1,1,1,1,1,0,1,0,3,0,3.0,1,1
1,7.0,98,0,1,0,1,5,1,2,2,2,1,0,1,0,2,0,3.0,1,1
1,2.0,84,77,0,0,5,5,0,1,1,0,1,0,1,50,2,0,5.0,1,1
0,81.0,13,107,0,0,6,0,1,1,1,0,1,0,1,0,12,0,1.0,1,1
0,7.0,136,125,1,1,0,0,1,1,0,0,1,0,1,0,2,0,4.0,1,1
1,32.0,100,78,2,2,5,0,1,0,0,0,0,0,2,0,12,0,6.0,1,1
0,1.0,6,4,1,0,1,5,1,1,1,1,1,0,3,0,2,0,4.0,1,1
1,3.0,115,90,2,0,2,5,0,0,1,1,1,0,3,0,12,0,1.0,0,1
1,1.0,100,0,1,0,1,2,0,0,1,1,1,0,1,0,10,0,1.0,1,1
1,21.0,129,0,0,2,6,0,2,0,0,0,2,0,1,0,12,0,6.0,1,1
1,5.0,99,0,0,2,3,5,1,1,0,0,1,0,1,0,2,0,1.0,1,1
0,72.0,70,0,0,6,0,0,1,1,0,0,0,0,1,0,2,0,1.0,1,1
0,2.0,136,0,1,1,0,0,1,0,0,0,1,0,1,0,2,0,1.0,1,1
0,36.0,136,107,1,0,1,0,1,1,0,0,0,0,1,30,2,0,3.0,1,1
0,2.0,153,107,0,1,6,0,1,0,1,1,1,0,1,0,2,0,3.0,1,1
1,3.0,100,0,2,1,6,0,0,0,1,1,1,0,4,0,2,0,4.0,1,1
1,4.0,131,0,1,0,5,5,1,1,1,1,1,0,1,0,3,0,1.0,0,1
0,2.0,136,0,1,5,6,0,1,0,1,1,1,0,1,20,3,0,1.0,1,1
0,72.0,136,0,1,1,6,0,1,0,0,0,0,0,1,0,2,0,3.0,1,1
0,18.0,5,0,0,0,1,1,2,1,2,2,2,0,1,0,12,0,0.0,0,1
0,24.0,136,0,1,1,0,0,1,0,1,1,1,2,1,0,11,0,5.0,1,1
0,96.0,146,0,1,1,6,0,0,0,0,0,2,0,1,0,3,0,2.0,1,1
0,2.0,136,0,2,0,1,0,1,1,2,2,2,0,6,0,12,0,4.0,1,1
1,1.0,100,0,0,0,6,0,0,1,1,1,1,0,1,0,2,0,5.0,1,1
0,24.0,40,0,1,0,4,0,0,1,2,2,2,0,1,0,2,0,8.0,1,1
0,1.0,136,0,1,0,1,3,1,1,2,2,2,0,1,0,0,0,3.0,0,1
1,5.0,124,0,1,0,5,5,0,0,0,0,0,0,1,0,2,0,4.0,1,1
0,2.0,136,0,0,0,4,5,1,1,1,1,1,0,4,0,3,0,7.0,1,1
1,48.0,100,0,0,0,5,5,2,0,0,0,0,0,1,0,2,0,6.0,1,1
1,2.0,100,0,2,0,2,5,0,0,0,0,1,0,4,0,3,0,6.0,1,1
0,2.0,0,72,1,1,0,0,1,0,0,0,1,0,1,0,2,0,3.0,1,1
1,3.0,129,0,0,0,0,0,1,0,2,2,2,0,1,0,7,0,2.0,1,1
1,4.0,100,0,0,0,5,5,1,0,2,2,2,0,1,0,2,0,4.0,0,1
1,2.0,100,0,1,0,2,5,1,0,0,0,1,0,1,0,2,0,5.0,1,1
1,2.0,135,0,1,0,5,5,0,0,1,1,1,0,1,0,12,0,3.0,1,1
0,2.0,136,107,0,1,0,0,1,1,1,0,1,0,1,0,2,0,7.0,1,1
1,1.0,100,0,2,0,1,5,0,0,1,1,1,0,4,0,12,0,4.0,0,1
1,2.0,99,77,0,3,6,0,1,1,1,1,1,0,2,0,2,0,6.0,1,1
0,1.0,136,0,0,1,0,0,1,1,1,1,1,0,1,0,3,0,2.0,1,1
0,0.0,136,0,2,0,1,5,1,0,1,1,1,0,8,0,2,0,7.0,1,1
1,4.0,79,68,2,0,1,5,2,2,0,0,1,0,2,0,2,0,5.0,1,1
0,5.0,5,121,1,0,1,0,1,0,2,2,1,0,1,350,12,0,5.0,1,1
0,2.0,136,51,0,1,6,0,1,0,1,0,1,1,1,0,12,0,11.0,1,1
0,2.0,136,0,1,2,0,0,1,0,1,1,1,0,1,20,3,0,1.0,1,1
1,2.0,117,0,1,2,0,0,1,2,1,0,1,0,1,350,2,0,5.0,1,1
1,12.0,122,0,1,1,4,5,1,0,1,1,1,0,1,0,2,0,2.0,1,1
1,7.0,100,0,1,2,0,0,1,0,0,0,0,0,1,30,12,0,2.0,1,1
1,4.0,85,98,1,0,1,0,1,2,1,1,1,0,1,0,2,0,3.0,1,1
0,5.0,136,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,5.0,1,1
1,16.0,87,0,0,0,0,0,2,1,0,0,0,0,1,0,12,0,1.0,1,1
0,12.0,136,0,1,1,0,0,1,0,0,0,0,0,1,0,2,0,3.0,1,1
0,8.0,136,0,1,1,0,0,1,1,0,2,0,0,1,0,4,0,3.0,1,1
0,2.0,136,0,0,0,1,5,1,1,1,1,0,0,1,0,2,0,5.0,1,1
1,4.0,100,0,0,0,5,5,1,1,1,1,1,0,3,0,2,0,2.0,1,1
1,4.0,78,106,0,6,0,0,0,0,1,0,1,0,1,1,12,0,3.0,0,1
0,12.0,139,107,1,0,6,0,1,2,0,0,0,0,1,0,2,0,14.0,1,1
1,1.0,100,0,1,0,4,4,1,1,0,1,1,1,1,0,2,0,4.0,1,1
1,30.0,100,0,1,0,6,0,0,0,0,0,0,0,1,50,12,0,1.0,1,1
1,16.0,100,0,1,0,6,0,2,0,1,1,1,0,1,0,2,0,5.0,1,1
0,24.0,32,0,1,6,0,0,0,2,0,0,0,0,1,0,2,0,5.0,1,1
0,2.0,136,0,1,0,1,0,1,1,1,1,1,0,1,0,3,0,1.0,1,1
0,2.0,21,107,1,1,0,0,1,1,2,2,1,0,1,0,2,0,2.0,1,1
0,84.0,8,14,1,0,0,0,1,1,0,0,1,0,1,0,2,0,1.0,1,1
1,3.0,100,0,1,4,5,0,1,0,1,1,1,0,1,0,2,0,2.0,0,1
1,4.0,100,0,0,5,6,0,1,0,1,1,1,0,1,0,2,0,5.0,1,1
1,2.0,99,78,1,1,5,5,1,0,1,1,1,0,1,0,2,0,5.0,1,1
1,1.0,100,0,0,5,6,0,1,0,0,0,1,0,3,0,2,0,2.0,1,1
1,3.0,117,77,0,2,0,0,0,1,0,0,1,0,1,200,12,0,4.0,1,1
1,3.0,100,0,0,5,6,0,0,0,1,1,1,0,1,0,2,0,8.0,1,1
1,3.0,100,0,0,1,5,0,0,0,0,0,0,0,1,0,2,0,2.0,1,1
1,12.0,122,0,1,1,2,0,1,1,2,2,2,1,1,0,2,0,1.0,1,1
1,1.0,99,0,0,0,6,0,2,1,1,0,2,0,1,0,2,0,4.0,1,1
1,18.0,129,0,0,5,0,0,1,0,1,1,1,0,1,50,2,0,3.0,1,1
0,1.0,136,0,0,0,5,0,1,0,1,1,1,0,1,0,2,0,8.0,1,1
1,27.0,99,77,1,2,3,3,1,1,1,1,0,0,1,0,12,0,4.0,1,1
1,4.0,100,0,0,5,0,0,1,0,0,0,1,0,1,0,12,0,2.0,1,1
0,2.0,136,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,12.0,1,1
0,1.0,136,0,2,0,1,5,1,1,1,1,1,0,9,0,2,0,11.0,1,1
0,1.0,136,0,0,1,0,0,1,0,1,0,1,0,1,0,12,0,11.0,1,1
1,28.0,117,0,1,3,0,0,1,2,0,0,1,0,1,50,2,0,2.0,1,1
0,4.0,136,0,0,0,0,0,1,0,1,0,1,0,1,80,2,0,4.0,1,1
1,1.0,99,101,1,0,5,5,1,1,1,0,1,0,1,0,2,0,5.0,1,1
0,2.0,136,107,1,0,6,0,1,1,1,0,1,0,1,0,2,0,4.0,1,1
0,2.0,136,0,1,1,6,0,1,0,1,1,1,0,1,0,2,0,2.0,1,1
1,2.0,122,77,0,1,4,4,1,1,1,2,1,0,1,20,2,0,3.0,1,1
1,6.0,100,0,0,0,1,0,1,1,1,1,1,1,1,0,12,0,1.0,1,1
1,3.0,100,0,0,3,6,0,1,0,1,1,1,0,3,0,12,0,5.0,1,1
0,3.0,136,0,1,0,4,0,2,0,1,0,1,0,1,0,12,0,5.0,1,1
0,60.0,136,0,0,2,0,0,1,1,0,0,0,0,1,0,2,0,3.0,1,1
0,36.0,136,0,0,2,3,3,1,1,1,1,1,0,1,0,2,0,1.0,1,1
1,2.0,100,0,0,0,5,5,1,0,1,1,1,0,2,0,7,0,4.0,1,1
0,4.0,136,0,1,0,1,0,1,0,0,0,1,0,3,0,12,0,2.0,0,1
0,8.0,136,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,2.0,1,1
1,5.0,129,0,0,0,1,1,1,1,0,0,1,0,1,30,2,0,1.0,1,1
1,1.0,129,0,2,4,5,0,0,0,1,0,1,0,3,0,12,0,0.0,0,1
1,2.0,88,0,0,0,1,4,0,0,0,0,1,0,2,0,2,0,4.0,1,1
1,2.0,100,0,0,6,0,0,1,0,0,0,1,0,1,0,2,0,5.0,1,1
0,120.0,33,0,1,5,6,0,0,1,2,2,0,0,1,0,2,0,5.0,1,1
1,7.0,122,0,0,2,0,0,1,0,0,0,2,0,1,0,12,0,0.0,1,1
1,5.0,100,0,0,0,5,5,1,0,2,2,2,0,1,0,2,0,3.0,1,1
0,2.0,136,0,1,4,0,0,1,0,1,1,1,0,1,0,2,0,3.0,1,1
0,36.0,8,107,1,1,4,0,1,1,0,0,0,0,1,0,2,0,23.0,1,1
0,19.0,21,0,0,1,0,0,2,0,0,0,0,0,1,0,2,0,3.0,1,1
0,24.0,136,0,1,0,5,5,1,0,0,0,0,0,1,0,2,0,1.0,1,1
0,2.0,136,0,2,0,1,0,2,0,1,0,1,0,6,50,2,0,12.0,1,1
1,1.0,117,0,2,0,1,1,1,2,1,1,2,0,4,0,2,0,3.0,0,1
1,12.0,100,0,1,0,1,5,1,0,1,1,1,0,1,0,12,0,1.0,1,1
0,2.0,136,0,2,0,1,5,1,0,1,1,1,0,6,0,2,0,5.0,1,1
0,24.0,136,0,0,1,6,0,1,0,2,2,2,0,1,0,12,0,2.0,1,1
0,4.0,136,0,1,6,0,0,1,0,0,0,1,0,1,0,2,0,12.0,1,1
1,89.0,98,0,1,1,6,0,1,2,0,0,1,0,1,0,2,0,3.0,1,1
0,19.0,158,0,1,0,1,3,2,0,0,0,1,0,1,350,2,0,4.0,1,1
1,3.0,129,0,1,5,0,0,0,0,0,0,0,0,2,0,7,0,4.0,0,1
0,60.0,77,0,1,0,1,0,0,2,0,0,0,0,1,280,2,0,2.0,1,1
0,2.0,136,0,0,6,0,0,1,0,0,0,1,0,1,50,2,0,2.0,1,1
1,2.0,100,0,2,0,5,5,0,0,1,1,1,0,4,0,2,0,13.0,1,1
1,3.0,100,0,0,0,6,0,1,0,0,0,1,0,1,0,5,0,9.0,1,1
0,3.0,94,107,0,0,1,0,1,0,2,2,1,0,1,0,2,0,4.0,1,1
0,1.0,44,107,0,0,4,0,1,1,1,0,1,0,2,0,2,0,4.0,1,1
1,1.0,100,101,1,5,0,0,0,0,0,0,1,0,1,0,2,0,3.0,1,1
1,4.0,100,0,0,0,0,0,1,0,1,1,1,0,1,0,2,0,3.0,1,1
0,12.0,136,0,1,6,0,0,1,0,1,1,1,0,1,0,12,0,4.0,0,1
1,2.0,100,0,0,0,6,0,1,0,1,0,1,0,1,0,12,0,2.0,1,1
0,24.0,136,50,2,0,1,3,1,1,0,0,0,0,4,0,12,0,4.0,1,1
1,3.0,100,0,2,1,4,5,0,0,2,0,0,0,7,60,12,0,5.0,1,1
0,60.0,38,12,1,0,0,0,0,0,2,0,1,0,1,1,2,0,2.0,1,1
0,12.0,136,0,0,2,4,0,1,1,1,1,1,0,1,0,12,0,10.0,1,1
0,1.0,136,0,0,0,6,0,1,1,1,1,1,0,1,0,3,0,2.0,1,1
1,12.0,100,0,0,3,6,0,2,1,1,1,1,0,1,0,12,0,3.0,1,1
0,2.0,136,0,0,0,1,0,1,0,0,0,1,0,1,50,3,0,2.0,1,1
0,2.0,136,57,0,1,4,5,0,1,1,1,1,1,1,0,2,0,3.0,1,1
1,2.0,100,0,1,4,6,0,1,0,1,0,1,0,1,0,12,0,3.0,1,1
0,3.0,136,0,1,0,0,0,0,0,1,1,1,0,1,0,2,0,1.0,1,1
0,3.0,136,107,0,0,0,0,1,0,1,0,1,0,1,0,7,0,5.0,1,1
1,9.0,111,0,1,0,0,0,1,2,0,0,1,0,1,350,2,0,5.0,1,1
1,2.0,100,0,0,2,0,0,0,0,1,0,1,0,1,50,2,1,4.0,1,1
0,1.0,136,0,1,4,0,0,1,0,1,1,1,0,1,0,2,0,1.0,1,1
0,10.0,57,0,1,0,6,0,0,1,2,2,2,0,1,0,2,0,1.0,1,1
1,9.0,100,0,0,0,4,5,1,1,0,0,0,0,1,0,2,0,2.0,1,1
0,3.0,136,0,0,2,4,0,1,0,1,1,1,0,1,0,4,0,5.0,1,1
0,1.0,136,0,1,1,0,0,1,0,0,0,2,0,1,0,2,0,6.0,1,1
0,11.0,136,14,0,1,0,0,2,0,1,0,1,0,1,0,1,0,1.0,1,1
1,3.0,99,0,0,0,5,5,1,1,1,0,1,0,1,0,12,1,7.0,1,1
1,3.0,100,0,1,0,1,5,0,0,0,0,0,0,1,50,12,0,1.0,1,1
0,2.0,136,0,1,4,6,0,1,0,1,1,1,0,1,0,12,1,5.0,0,1
1,16.0,84,0,1,5,0,0,1,1,1,0,1,0,2,100,2,0,2.0,1,1
0,9.0,136,0,1,2,3,3,0,1,0,0,0,0,1,0,2,0,3.0,1,1
0,2.0,136,0,0,1,6,0,1,0,1,1,1,0,1,0,3,0,1.0,1,1
1,48.0,100,101,1,0,1,5,1,0,0,0,0,0,1,0,2,0,9.0,1,1
0,12.0,136,0,1,1,6,0,1,1,1,0,0,0,1,0,1,0,3.0,1,1
1,2.0,100,0,2,0,2,5,2,0,1,1,1,0,6,0,2,0,5.0,1,1
1,5.0,100,0,1,0,5,0,0,0,1,1,1,0,1,0,2,0,5.0,1,1
0,17.0,44,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0.0,1,1
1,1.0,100,0,0,5,0,0,1,0,1,1,1,0,1,0,2,0,3.0,1,1
0,4.0,136,107,1,1,0,0,0,0,1,1,1,0,1,0,2,0,2.0,1,1
0,2.0,136,0,1,0,1,0,1,0,1,0,1,1,1,150,2,0,5.0,1,1
0,5.0,136,0,1,0,0,0,0,0,1,1,1,0,1,0,2,0,5.0,1,1
0,60.0,57,0,1,0,6,0,0,1,2,0,0,0,1,0,2,0,1.0,1,1
0,4.0,136,107,0,4,0,0,1,0,0,0,0,0,1,0,2,0,3.0,1,1
1,2.0,99,0,0,0,5,5,0,1,1,1,1,1,1,0,12,0,3.0,1,1
0,24.0,21,107,1,1,2,0,2,0,1,1,1,0,1,0,2,0,1.0,1,1
1,18.0,100,0,1,0,1,1,1,0,0,0,0,0,1,300,7,0,3.0,1,1
0,8.0,136,0,1,0,1,2,1,0,1,1,1,0,1,0,4,0,1.0,1,1
1,1.0,100,0,0,0,6,0,0,0,1,1,1,0,1,0,2,0,4.0,1,1
0,2.0,137,33,0,0,1,0,1,0,1,1,1,0,1,0,2,0,1.0,1,1
1,8.0,100,0,1,4,0,0,1,0,1,1,1,0,2,0,12,0,6.0,1,1
1,4.0,100,0,0,0,6,0,1,1,1,1,1,0,1,0,2,0,3.0,1,1
1,5.0,100,0,0,0,6,0,1,0,1,0,1,0,1,0,2,0,4.0,1,1
1,2.0,99,0,0,0,6,0,0,1,1,1,1,0,3,0,12,0,2.0,0,1
1,1.0,99,0,1,0,6,0,0,0,1,1,1,0,1,0,12,0,3.0,0,1
0,6.0,136,0,0,0,0,0,1,0,2,2,2,0,1,0,12,0,2.0,1,1
0,1.0,136,0,1,0,1,0,1,1,1,1,1,0,1,0,3,0,2.0,1,1
1,1.0,100,0,2,0,3,5,0,0,1,1,1,0,3,0,2,0,2.0,0,1
0,3.0,21,107,1,6,0,0,1,1,2,2,2,0,1,0,2,0,1.0,1,1
0,2.0,136,0,1,6,0,0,1,0,1,1,1,0,7,0,4,0,5.0,1,1
1,8.0,102,78,0,6,0,0,1,0,0,0,0,0,2,0,2,1,7.0,1,1
1,12.0,115,0,1,3,6,0,1,1,2,1,2,0,1,1,12,0,3.0,1,1
1,5.0,100,0,0,1,6,0,1,0,1,1,1,0,1,0,12,0,1.0,1,1
1,7.0,100,0,0,0,6,0,1,0,0,0,2,0,1,0,12,0,1.0,0,1
1,4.0,100,0,2,0,5,5,1,0,1,0,1,0,4,0,2,0,1.0,1,1
1,2.0,100,0,1,1,6,0,1,0,1,0,1,1,1,0,2,0,5.0,1,1
1,12.0,100,0,1,6,0,0,1,0,1,1,1,0,1,0,2,0,4.0,1,1
0,4.0,25,107,2,0,1,0,1,0,1,1,1,0,3,0,2,0,3.0,1,1
0,3.0,136,14,1,1,0,0,1,0,0,0,1,0,1,0,2,0,4.0,1,1
1,0.0,100,0,2,0,0,0,0,0,1,1,1,0,5,0,12,0,2.0,1,1
0,4.0,51,0,0,0,1,5,1,0,0,0,1,0,1,350,2,0,1.0,1,1
0,1.0,136,33,1,0,1,0,1,0,1,0,1,1,1,0,2,0,10.0,1,1
0,1.0,136,0,0,0,6,0,1,0,1,1,1,0,1,50,2,2,4.0,0,1
1,3.0,100,77,2,0,4,5,1,1,0,0,1,0,2,0,12,0,11.0,1,1
1,12.0,91,69,1,0,1,2,1,1,1,0,0,0,2,0,2,0,6.0,1,1
0,2.0,52,107,1,0,1,0,1,0,0,0,1,0,1,0,2,0,3.0,1,1
1,0.0,129,0,1,1,5,0,1,0,1,1,1,0,1,0,2,0,3.0,1,1
1,0.0,100,0,2,0,5,5,0,0,2,2,2,0,4,0,12,0,5.0,1,1
1,4.0,100,0,0,2,6,0,1,0,0,0,0,0,1,0,2,0,3.0,1,1
1,3.0,100,0,1,6,0,0,0,0,1,1,1,0,1,0,3,0,3.0,1,1
0,3.0,136,0,1,0,1,0,1,1,0,0,0,0,1,0,2,0,3.0,1,1
1,12.0,100,0,0,5,6,0,1,0,0,0,0,0,1,0,2,0,5.0,1,1
0,4.0,21,107,1,0,4,0,1,1,0,0,1,0,1,0,2,0,2.0,1,1
0,7.0,136,4,1,0,1,0,1,1,0,0,0,0,1,0,7,0,3.0,1,1
0,2.0,136,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,3.0,1,1
1,12.0,99,0,1,2,3,5,0,1,0,0,0,0,1,0,3,0,2.0,1,1
0,96.0,21,0,2,2,4,0,2,0,0,0,0,0,2,0,2,0,7.0,1,1
0,2.0,136,0,0,0,0,0,1,0,1,2,1,0,1,0,2,0,4.0,1,1
0,96.0,160,0,1,1,0,0,1,1,0,2,2,0,1,50,12,0,1.0,1,1
0,24.0,136,0,0,0,3,0,1,1,2,2,2,0,1,0,12,0,4.0,1,1
0,3.0,136,107,0,0,1,5,2,0,2,0,2,0,1,50,12,0,2.0,1,1
0,3.0,136,0,1,1,6,0,1,0,1,0,1,0,1,0,3,0,3.0,1,1
1,1.0,80,0,0,0,6,0,0,0,1,1,1,0,1,0,12,0,2.0,1,1
1,24.0,129,0,0,3,0,0,1,1,2,2,2,1,1,1,9,0,2.0,1,1
1,2.0,100,0,1,0,1,5,0,1,1,1,1,0,1,0,2,0,1.0,0,1
0,12.0,136,107,1,1,3,5,1,1,0,0,0,0,1,0,12,1,2.0,1,1
0,5.0,12,0,1,4,6,0,1,0,0,0,1,0,1,0,2,0,1.0,1,1
0,1.0,136,0,1,0,6,0,2,0,1,1,1,0,1,0,12,0,1.0,1,1
